49275,301985
49353,946034
49572,941265
49584,170365
49724,953594
49757,181495
49789,205549
49854,958841
49932,391886
49944,626969
49992,718410
50174,477448
50212,327195
50236,481438
50265,153438
50273,210782
50339,487407
50339,487407
50373,791256
50453,632619
50502,434467
50546,763449
50571,137753
50617,597306
50665,137134
50692,348064
50793,774286
50851,521585
51082,982464
51103,394782
51215,969958
51218,641592
51322,183709
51370,431069
51374,865638
51374,865638
51410,747011
51413,106173
51452,208684
51536,578095
51582,748490
51604,136857
51632,102171
51728,301700
51823,733604
51949,579991
52045,735138
52137,106918
52194,934459
52218,565610
52380,761707
52382,169604
52472,222608
52527,484551
52545,446328
52580,832158
52825,100483
52898,566598
52934,478459
52935,742138
52995,303039
53000,869776
53046,817462
53047,564208
53047,564208
53068,394659
53070,117831
53102,624514
53168,913781
53180,764502
53214,451106
53439,646095
53547,672798
53548,631412
53557,522686
53604,257445
53604,257445
53643,983782
53652,166239
53665,946040
53780,178213
53850,541204
53864,370501
53894,857482
53920,572549
53920,572549
53924,164893
53942,472935
53942,472935
53965,498403
54002,401336
54098,285481
54140,955985
54157,471034
54267,991861
54431,381197
54503,194384
54534,589604
54559,183817
54590,174931
54590,174931
54611,195421
54716,184970
54717,535020
54717,535020
54738,927540
54763,751159
54859,792120
54868,420661
54892,490827
54907,917519
55138,432021
55193,732571
55376,914533
55405,964754
55492,463951
55584,742591
55601,700086
55627,548433
55661,270515
55692,456970
55731,739378
55731,739378
55738,824109
55806,255316
55827,287950
55838,195931
55868,695246
55885,942040
55900,362689
55908,358793
55918,641586
56036,537514
56139,284403
56225,631640
56263,682853
56266,847297
56348,671358
56353,554496
56392,584510
56433,664204
56584,968080
56590,457516
56786,330430
56798,738146
56798,738146
56806,281145
57071,571104
57106,258832
57198,866709
57222,851586
57285,483342
57342,865145
57385,892979
57407,138032
57410,421837
57414,671321
57512,254009
57613,355439
57618,812066
57621,151939
57650,132447
57786,174296
57848,655258
57851,200949
57878,507525
57886,677425
58016,218744
58067,148124
58083,280020
58333,875123
58546,937696
58603,456090
58614,854941
58655,567678
58668,983043
58679,657024
58732,594605
58755,458033
58812,820663
58820,318597
58833,975641
58928,567778
58930,494983
58970,565137
59068,355849
59075,119293
59075,119293
59075,119293
59087,666404
59151,293046
59278,455639
59312,420554
59384,388645
59384,388645
59385,432861
59560,505349
59574,527721
59630,227062
59653,164941
59660,122885
59672,533577
59676,735038
59699,732240
59778,180787
59829,961166
59911,643338
59932,176922
59960,686533
60066,442941
60087,276446
60136,362404
60137,493610
60169,142373
60233,566637
60242,235015
60273,146873
60278,636644
60341,571456
60381,202192
60576,926245
60576,926245
60671,114332
60867,359317
60955,510102
61040,811065
61058,596303
61160,171472
61273,158325
61330,321097
61550,682284
61649,239952
61816,533826
61819,219375
61967,841533
61967,841533
61971,614259
61999,485809
62027,744003
62047,527700
62292,108917
62335,678034
62412,353023
62450,200325
62512,576252
62526,950894
62565,124308
62601,571433
62654,353014
62785,368144
62903,137211
63073,161657
63129,433001
63140,185073
63169,454451
63179,960911
63218,516330
63275,979409
63302,433585
63323,584417
63560,967844
63698,210495
63795,361269
64020,881214
64038,906099
64080,822802
64286,157212
64307,134590
64307,134590
64340,180610
64368,431309
64369,220747
64411,924898
64432,543126
64519,908305
64519,908305
64528,617766
64555,841059
64571,220169
64581,821817
64643,815686
64649,342438
64752,358785
64801,440108
65049,617285
65318,413468
65523,117211
65597,816192
65694,996392
65751,621323
65902,144069
65990,581964
65990,581964
66036,467812
66112,264958
66143,420122
66188,150887
66277,636568
66352,814449
66442,601700
66598,602103
66661,185768
66895,255349
66984,835319
67114,948391
67122,590665
67142,564618
67203,614167
67421,352907
67701,265571
68128,851723
68164,324639
68174,781174
68176,680961
68250,753256
68252,992252
68342,361500
68359,243591
68417,996867
68420,485949
68547,449013
68672,230498
68910,510069
68933,556395
68949,315683
69046,939384
69183,392915
69234,138355
69278,690555
69403,662825
69580,620948
69618,156376
69757,346861
69898,735652
69927,140262
70167,551870
70182,667912
70214,258080
70256,193293
70268,397180
70345,691190
70437,159405
70489,587565
70629,717941
70703,238158
70703,238158
70724,548455
70737,493081
70892,806723
70926,555215
71362,357862
71453,770970
71815,974649
71926,720781
71975,692204
72378,127265
72484,803529
72571,822871
72759,689490
72779,270268
72924,908768
73115,932621
73115,932621
73162,809003
73370,434224
73438,381428
73561,816562
73635,153482
73654,998379
73732,625608
73864,308631
74134,765569
74232,380994
74476,269491
74785,399541
75319,523900
75375,678265
75429,109133
75853,132944
76326,495428
76396,406575
76400,382435
76429,369854
76637,697666
76750,218705
76844,867621
77138,289358
77335,218602
77405,869494
77469,433255
77480,719887
77516,252202
77742,967864
78060,126977
78080,326873
78080,326873
78179,863528
78334,359405
78467,618497
78528,832283
78544,225433
78766,533742
78771,952258
79135,146488
79363,282021
79517,162928
79517,162928
79589,237698
79695,626378
79731,280993
79751,805351
79820,682994
79952,308180
79990,397903
80040,714590
80058,421354
80146,399246
80206,447042
80296,194086
80328,292412
80524,620074
80524,620074
80581,366163
80581,366163
80705,116302
80720,612288
80724,322428
80741,457536
80763,311848
80830,718003
80830,718003
80927,475171
80929,760802
80956,733555
80965,133515
80987,466675
81002,509154
81015,840841
81138,353729
81316,956260
81384,461320
81494,335485
81596,397626
81600,516610
81642,957512
81656,221159
81657,304773
81717,563042
81734,377363
81742,812599
81816,592687
81861,336420
82075,573029
82076,242419
82128,885596
82130,378749
82157,479895
82193,339659
82233,877791
82304,714957
82306,500674
82344,818504
82385,258013
82410,676390
82416,937871
82465,564035
82471,939213
82488,263106
82491,360274
82492,625906
82493,537678
82607,656496
82621,109927
82631,793567
82669,744777
82681,771499
82705,106536
82718,364865
82724,382838
82750,679784
82812,506813
82812,506813
82887,319873
82901,734363
82939,708091
83104,966288
83158,428403
83205,704694
83212,833246
83234,992538
83345,871469
83398,527906
83436,661554
83449,385915
83553,822122
83555,168920
83587,435302
83748,334739
83816,461543
83834,942797
83897,914049
83956,953764
83985,113327
84228,568534
84237,568649
84269,841269
84274,757515
84301,839962
84438,777204
84499,587567
84529,229912
84535,336132
84539,134167
84557,883537
84597,476546
84619,827036
84641,345259
84645,183366
84700,319261
84718,968081
84776,619798
84801,762441
84924,472008
84964,640147
85016,893695
85076,561025
85076,561025
85120,580194
85164,290793
85197,407090
85318,511896
85394,389254
85486,856948
85539,769467
85607,301696
85617,656938
85626,570573
85680,556731
85690,916091
85740,986679
85749,841369
85785,644012
85789,479470
85796,989106
85834,516271
85845,419063
85899,466002
86006,704037
86132,859389
86287,842992
86499,269435
86619,460837
86820,715289
86859,450177
87044,554006
87048,437833
87132,890222
87167,140574
87182,322131
87246,675907
87249,377633
87358,715535
87427,659801
87430,586903
87472,257904
87562,776972
87613,924655
87830,576819
87885,859748
88224,448059
88268,463494
88319,654769
88324,385075
88444,678534
88486,408843
88567,257341
88628,422651
88646,301979
88658,315478
88693,891325
88740,136031
88776,252421
88877,503396
88926,321691
88935,718740
88975,125174
89011,997404
89037,686688
89052,148684
89063,227565
89136,172230
89180,251838
89184,467863
89227,385811
89244,953371
89258,897674
89417,232293
89419,256655
89428,635830
89458,867875
89464,835992
89492,262912
89589,928782
89630,291742
89698,233423
89792,738501
89831,182548
89960,750397
90038,357063
90118,542695
90195,640766
90439,664844
90610,508875
90636,955312
90680,725584
90680,725584
90885,872619
91008,632910
91132,376468
91185,881696
91493,173863
91563,306058
91660,836607
91679,296861
91774,447793
91833,517332
91939,767708
91941,402443
92160,164026
92304,869458
92356,457275
92377,164484
92526,744208
92545,498482
92895,859900
92895,859900
92947,606672
93139,148687
93188,668065
93204,773314
93278,423625
93488,282546
93556,852187
93715,512455
93721,229059
93734,785467
93792,465578
93888,731330
94006,339572
94103,254844
94132,752394
94232,502835
94381,181519
94408,625230
94436,289458
94845,356322
94933,127261
95040,695297
95074,188502
95114,293639
95298,115178
95393,324685
95507,476881
95583,712892
95642,448596
95879,506879
95881,302953
95897,210711
95908,138941
96150,498587
96212,959177
96220,438095
96255,900153
96379,744703
96505,256608
96505,256608
96516,142615
96534,475645
96669,973599
96734,844840
97009,429719
97121,859162
97239,938957
97273,277449
97391,813912
97430,746917
97436,864101
97436,864101
97436,864101
97455,432744
97493,366044
97506,289963
97522,477275
97551,436210
97769,181619
98255,781890
98285,650439
98297,854548
98582,586040
98591,314507
98824,139904
98830,755035
98878,455903
98914,223616
98914,223616
98938,442119
99085,923348
99111,102600
99143,364422
99318,286929
99324,599229
99357,575648
99362,675295
99373,986272
99399,597058
99402,558105
99417,106478
99433,929751
99447,709019
99471,183369
99554,836848
99713,355123
99719,826920
99751,229213
99762,409268
99820,268651
99894,141800
99936,837746
99973,829189
100097,377421
100248,141919
100409,757372
100451,623770
100496,578329
100497,503813
100520,975479
100540,121020
100565,172162
100567,135692
100591,610240
100621,497062
100706,219786
100732,306440
100759,982392
100770,618208
100812,218946
100851,919778
100866,645747
100875,762514
100910,143654
100922,817742
100976,861511
101028,538390
101036,822940
101187,433318
101188,850113
101226,562626
101250,972408
101398,583375
101442,993950
101454,223239
101617,362574
101617,362574
101623,677385
101632,454918
101656,856425
101704,679207
101783,725333
101799,965495
101922,100888
101927,225077
102173,372489
102174,172824
102200,554426
102316,922473
102317,338766
102396,169090
102487,784063
102566,217941
102588,556375
102604,385144
102686,837994
102847,262764
102858,476795
102866,992557
102903,419699
102973,422272
103010,915363
103018,983987
103030,686049
103104,659031
103180,147863
103182,387730
103226,870351
103237,265718
103275,529341
103306,464499
103335,912140
103344,964881
103385,312823
103398,198920
103412,741459
103427,781613
103428,618241
103452,766321
103532,883334
103542,964927
103572,631863
103680,120799
103696,178249
103776,646319
103785,969315
103803,511013
103813,116499
103852,525909
103910,851111
103915,922534
104000,666417
104024,864958
104053,374991
104067,164005
104067,164005
104070,376218
104106,295561
104189,888928
104194,754178
104256,682787
104257,987805
104382,344489
104514,123154
104517,655083
104548,780336
104680,222582
104680,222582
104708,799412
104741,894479
104801,602964
104805,594782
104916,386027
104932,328802
104965,627734
105065,777783
105077,941095
105105,108882
105297,195558
105311,795327
105335,608691
105484,300143
105587,328061
105589,266758
105606,804721
105617,385200
105658,114666
105840,333278
106178,460467
106236,680076
106237,417664
106252,974635
106252,974635
106286,889214
106327,600155
106344,311117
106352,240604
106399,704613
106435,233562
106442,731648
106474,872656
106508,543682
106536,694436
106560,203910
106569,586310
106583,387848
106611,746683
106621,321224
106631,791999
106637,285835
106637,285835
106701,483569
106993,919182
107006,380323
107010,500156
107039,706724
107039,706724
107102,646913
107170,394237
107231,863143
107272,821345
107285,827549
107300,439632
107333,867795
107357,594113
107374,215450
107386,928236
107399,709824
107414,914930
107417,828693
107462,959271
107514,550877
107627,697136
107632,164419
107743,788657
107743,788657
107744,479165
107818,771294
107982,779655
108104,639196
108113,610058
108124,118953
108222,996021
108385,862334
108438,453946
108450,184616
108450,184616
108493,956795
108504,273098
108509,243802
108518,282462
108575,782890
108674,379695
108739,979403
108770,372650
108826,119911
109184,290778
109186,893553
109291,135327
109343,443196
109460,899585
109540,532728
109800,166176
109825,315118
109912,501878
110167,970106
110218,161894
110236,619147
110238,295883
110302,266659
110504,220854
110511,817163
110565,899830
110597,295111
110636,151694
110748,364384
111046,213411
111132,752974
111153,473020
111278,818391
111297,545437
111451,922240
111564,331125
111568,423800
111579,347312
111626,492324
111637,908323
111690,857537
111880,557847
111977,153479
112351,791449
112513,224758
112711,652036
112739,519251
112746,996605
112838,652505
112882,220968
112965,506829
112966,105103
113002,996020
113092,203459
113101,433253
113113,808577
113123,764832
113124,332849
113148,320624
113180,598356
113271,961977
113271,961977
113327,428153
113327,428153
113346,657066
113354,146231
113424,519065
113450,463985
113450,463985
113562,629947
113844,169341
113855,167767
113982,242425
114103,856760
114263,862831
114280,811050
114288,528444
114292,274009
114311,846071
114399,615841
114499,581237
114516,957240
114560,400701
114615,924375
114617,599182
114630,535898
114637,897889
114717,113886
114727,532473
114824,966845
114845,737987
114867,323171
114870,211099
114948,170182
115005,615208
115010,554309
115037,949449
115068,371247
115088,501184
115088,501184
115100,411876
115216,666982
115225,780541
115255,982579
115477,331292
115590,984388
115599,626045
115642,469973
115651,659815
115799,276803
115819,428041
115879,166914
115988,475395
116010,727893
116010,727893
116022,320389
116179,237910
116179,237910
116210,867368
116212,874397
116212,874397
116239,210994
116330,439202
116373,130250
116391,682731
116429,530356
116439,475358
116443,484329
116453,999647
116601,986727
116744,288219
116852,765098
116852,765098
116875,474332
116891,943206
117353,329390
117374,387837
117449,501349
117522,221414
117563,580232
117743,537838
117757,488188
117761,733846
117797,771018
117853,800294
117918,646807
117927,613248
117972,666317
118010,645800
118085,434622
118151,756835
118205,778911
118219,154965
118328,602760
118379,672152
118397,187244
118588,203989
118688,445785
118690,837839
118717,942546
118736,652364
118761,423615
118788,329125
118829,299674
118848,844005
119186,599468
119188,443742
119234,578849
119347,668282
119409,598151
119535,788774
119815,883857
119832,328104
119892,753726
120303,545419
120380,993986
120563,557788
120563,557788
120812,270444
120944,365233
120978,320357
121137,387359
121182,299338
121245,577068
121309,515692
121647,282323
121719,907533
121727,531290
121767,671535
121828,546939
121835,988301
121953,879878
121960,390913
122231,912105
122258,763463
122410,492762
122649,470676
122685,654456
122741,701081
122792,973804
122834,732634
123031,500781
123114,311182
123182,728099
123298,975941
123835,399969
124040,228349
124044,870559
124156,223722
124206,116593
124277,442216
124416,676771
124468,564169
124504,575135
124617,158174
124795,900461
124854,117549
124919,722252
125150,529703
125163,722178
125184,982165
125189,306721
125298,412108
125403,426956
125471,724645
125471,724645
125631,529555
125832,402352
126049,730459
126071,132432
126103,949965
126139,647449
126144,327736
126152,700206
126241,733613
126296,351772
126326,923464
126414,967317
126429,456218
126652,291415
126667,948419
126876,314938
126938,322767
126938,322767
126947,486592
126947,486592
126956,612544
126970,920244
126986,592690
127017,708772
127076,684605
127088,143596
127158,198837
127172,492702
127241,514723
127298,539780
127315,679185
127367,782767
127415,537123
127417,216088
127500,621789
127501,458677
127512,906756
127608,828631
127777,371604
127786,730890
127839,657022
127845,767688
127852,825934
127901,415899
127952,691456
128038,490032
128170,266729
128172,492418
128350,913592
128604,424635
128653,314624
128688,218558
128725,561083
128905,262953
128915,587036
129091,276283
129091,276283
129115,751109
129139,919992
129146,442506
129208,335022
129212,581994
129215,723277
129218,135813
129234,215438
129262,513943
129385,915748
129682,891846
129682,891846
129700,101880
129723,778339
129724,111584
129726,747280
129769,447524
129847,990329
129848,676595
129978,349612
130083,958101
130156,563574
130358,809514
130547,473907
130608,462252
130636,789817
130714,447672
130714,447672
130714,447672
130730,118608
130852,878763
130870,739862
130871,904325
130883,141485
130941,684387
130943,626397
130943,626397
131020,778696
131035,795610
131035,795610
131035,795610
131038,825459
131081,192875
131087,610745
131156,116248
131327,987042
131361,744851
131384,285460
131442,836463
131542,942972
131638,864435
131653,562743
131694,173821
131794,132826
131869,358005
131915,584545
131952,142598
131952,142598
131974,472232
131980,298210
132001,183058
132005,139531
132063,668407
132129,684321
132183,697419
132193,817168
132235,910184
132395,786435
132451,790065
132586,371058
132608,194349
132646,538311
132665,461456
132708,783782
132853,511494
132880,504109
132974,916810
133202,586897
133207,889028
133238,580306
133382,996473
133426,134131
133530,835262
133544,672207
133559,716205
133817,688717
133845,406462
133999,735649
134283,379738
134305,513631
134548,989339
134599,137874
134599,137874
134648,852860
134714,259051
134715,707804
134952,845831
135098,950826
135108,634866
135127,610938
135279,669001
135279,669001
135290,284730
135295,287399
135295,287399
135295,287399
135313,238596
135435,467055
135491,788360
135688,746254
135716,851031
135821,145295
135905,217972
135907,216522
135909,353952
136111,736373
136116,463552
136230,146646
136243,794049
136348,911851
136369,615805
136369,615805
136387,827224
136485,897498
136571,447073
136571,447073
136793,332353
136807,308253
136813,233031
136947,703320
136976,445403
137012,236827
137111,969298
137122,539355
137169,885748
137304,845140
137458,881518
137594,430886
137613,157216
137637,848107
137772,181840
137774,223566
137800,518646
137811,987323
137860,126047
137897,628557
137908,926400
137944,983502
137955,798408
137975,973742
138010,742326
138014,924417
138047,844256
138159,875732
138278,930875
138294,647310
138332,459356
138458,563743
138585,179311
138612,155434
138625,920400
138625,920400
138752,832230
138953,704726
138954,969577
138967,940106
138967,940106
139019,376680
139125,174770
139238,773206
139321,467671
139435,287808
139473,877414
139477,623616
139491,738648
139507,787386
139625,430082
139674,570129
139818,625425
139847,309200
139849,261304
139986,843244
140033,396577
140048,454557
140055,637055
140208,760567
140221,955710
140300,759764
140592,353388
140684,863576
140853,843348
140872,961246
141063,634361
141083,310461
141095,328244
141133,575836
141245,962091
141491,350681
141651,672530
141674,874283
141735,104651
141954,781938
142066,298538
142236,461783
142304,367728
142313,535589
142356,427262
142408,479849
142408,479849
142730,903063
142907,273766
143045,899183
143062,231307
143146,913724
143318,945081
143462,762249
143539,884042
143652,416925
143704,983183
143777,116071
143793,762923
143864,924934
143918,429878
143936,536335
144020,785820
144061,822939
144102,738339
144112,522778
144112,522778
144182,568474
144214,338997
144251,452575
144355,635931
144365,375273
144459,362022
144616,227494
144710,393420
144891,137025
144892,345348
144986,152519
145109,473288
145114,252744
145125,231544
145139,322105
145150,389174
145289,120526
145307,528146
145339,398868
145339,398868
145348,878224
145373,549782
145380,436898
145477,834165
145543,527003
145572,653530
145577,522601
145611,768700
145646,347053
145844,327329
145934,286344
145956,335338
145956,335338
145983,329300
146041,178487
146091,561352
146095,345160
146203,483561
146232,304413
146251,870210
146370,931471
146469,175917
146526,554998
146552,219152
146672,560643
146775,972601
146851,528559
146874,460178
146896,128969
146967,168845
147095,453967
147109,801814
147109,801814
147148,427631
147204,870774
147222,417038
147255,434342
147296,958980
147555,499176
147611,784620
147621,716925
147714,745459
147743,330283
147784,705495
147842,497051
147944,739128
147983,106406
148001,894192
148067,753596
148096,347273
148183,915334
148324,269859
148419,876387
148470,209868
148491,308905
148528,806204
148583,835883
148598,567463
148682,154712
148758,874209
148762,328127
148784,463607
148787,621164
148803,808701
148855,377949
148951,714811
149008,290829
149054,802754
149383,522988
149498,199826
149575,290278
149721,376751
149780,774570
149795,272538
150018,257410
150032,221446
150032,221446
150201,658293
150333,944091
150357,457511
150370,870820
150585,974158
150793,571430
150964,170765
151008,322702
151036,454347
151053,418861
151066,948678
151078,126356
151079,417415
151369,842512
151395,513470
151544,795662
151713,368602
151772,768975
151991,726909
152014,805806
152096,492871
152096,492871
152097,222304
152114,674969
152226,284961
152271,813437
152336,634245
152440,291509
152548,517984
152759,909693
152759,909693
152800,566317
152945,294814
153051,274517
153125,891289
153192,970460
153356,866322
153392,853164
153397,790634
153398,358612
153662,106732
153743,116393
153766,934177
153859,881321
153894,256538
154013,188451
154114,247016
154204,868141
154206,375883
154437,862894
154499,286639
154533,440693
154540,122263
154558,328867
155019,320018
155156,334448
155159,980875
155180,357860
155188,498215
155220,459134
155222,847796
155298,328192
155307,566695
155393,497012
155469,246766
155517,692217
155536,681414
155573,383367
155688,424385
155853,559390
155903,630738
155918,145518
156010,584267
156012,607070
156214,191422
156306,402950
156404,371658
156527,522682
156539,787291
156554,502357
156594,672585
156623,135025
156637,492814
156637,492814
156732,578579
156775,647780
156845,597694
156995,653527
157008,678257
157171,217458
157245,294148
157311,667118
157330,505393
157383,946478
157459,124740
157479,951813
157536,399226
157556,974969
157571,607878
157654,307351
157826,187098
157834,925646
157959,248886
157980,406827
158099,878387
158212,389459
158214,367870
158220,986041
158248,442232
158368,176393
158404,704299
158692,924487
158692,924487
158760,434771
158827,580121
158844,402392
158884,497293
158891,947804
158892,638526
158951,434664
158961,513560
158991,827270
158999,469106
159000,261122
159024,848683
159108,929966
159121,550223
159144,817526
159149,889135
159220,678848
159366,304294
159378,937443
159419,412404
159539,791502
159632,349202
159655,395954
159770,526187
159819,151099
160122,923860
160133,145139
160145,361943
160146,650256
160269,661755
160278,335632
160341,187993
160366,418629
160369,178622
160472,585088
160543,342468
160622,824116
160731,771819
160761,203108
160770,876589
160897,675618
160897,675618
160903,747277
161136,401588
161334,946018
161380,646072
161459,588324
161565,105739
161585,371283
161698,572631
161730,957001
161902,695684
161918,210685
161959,578521
162014,151047
162020,593326
162222,563585
162378,407306
162410,356443
162443,111736
162602,930453
162685,722275
162725,482533
162737,227630
162759,903722
162818,591785
162846,801319
162864,429168
162864,429168
162944,586764
162980,293444
163034,699992
163118,989428
163124,768495
163173,774624
163264,666081
163268,845693
163292,296585
163351,216312
163384,510558
163405,342392
163409,500889
163411,819040
163636,156537
163778,816592
163887,244474
163986,675075
163986,675075
164018,216391
164034,272421
164146,940832
164276,510524
164312,643304
164338,160618
164433,357576
164468,756637
164529,702024
164594,406935
164809,163492
164881,724757
164899,598154
164911,440418
165272,685399
165310,992489
165389,269061
165443,283026
165474,555760
165499,791775
165581,479863
165587,985474
165587,985474
165587,985474
165627,227815
165659,221200
165662,971524
165680,404862
165687,794514
165722,129948
165733,418895
165893,412382
165982,970076
166026,936817
166151,667186
166160,249709
166163,582517
166298,526796
166406,674474
166479,674378
166483,774474
166552,599696
166552,599696
166577,985348
166652,447819
166869,864509
166927,744597
166941,182702
166969,390346
167046,505112
167054,607286
167131,751174
167206,926986
167261,750953
167416,833327
167434,771293
167450,757381
167459,882689
167477,907526
167623,785565
167660,941744
167674,849906
167683,655409
167696,763387
167746,291064
167761,313360
167803,351827
167859,788160
167928,381505
167951,847616
167981,564228
167995,490685
168051,585324
168092,332656
168130,822900
168171,436100
168176,903844
168178,751605
168182,472023
168182,472023
168183,732895
168222,576735
168226,542077
168233,808649
168237,359832
168282,534516
168362,324315
168374,807602
168402,424368
168476,795744
168580,577399
168630,148644
168664,763101
168694,910602
168767,441150
168803,247741
168810,516351
168816,749795
168830,694178
168882,328624
